Name,Subtitle,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,Drive,NumberofSeats,PriceinGermany,PriceinUK,AveragePrice,RangePerPrice,EnergyEfficiency,SpeedCategory,RangeCategory,PriceCategory,Drive_encoded,SpeedCategory_encoded,RangeCategory_encoded,PriceCategory_encoded
Volkswagen ID.3 Pro Performance,Battery Electric Vehicle |       58 kWh,7.3,160.0,350.0,166.0,440.0,Rear Wheel Drive,5,36495.0,29740.0,33117.5,0.010568111478478796,2.095808383233533,Medium,Medium,Budget,2,1,1,0
MG MG5 EV,Battery Electric Vehicle |       48.8 kWh,7.7,185.0,295.0,165.0,340.0,Front Wheel Drive,5,0.0,25095.0,12547.5,0.023508785910666612,1.7771084337349397,Medium,Short,Budget,1,1,2,0
Dacia Spring Electric,Battery Electric Vehicle |       26.8 kWh ,15.0,125.0,170.0,158.0,120.0,Front Wheel Drive,4,20490.0,0.0,10245.0,0.016591840718329105,1.069182389937107,Slow,Short,Budget,1,2,2,0
Tesla Model 3 Standard Range Plus LFP,Battery Electric Vehicle |       51 kWh ,5.6,225.0,340.0,150.0,570.0,Rear Wheel Drive,5,43560.0,40990.0,42275.0,0.008042388116188855,2.251655629139073,Fast,Medium,Budget,2,0,1,0
Fiat 500e 3+1,Battery Electric Vehicle |       37.3 kWh ,9.0,150.0,245.0,152.0,410.0,Front Wheel Drive,4,29560.0,0.0,14780.0,0.01657533319802449,1.6013071895424837,Slow,Short,Budget,1,2,2,0
Kia e-Niro 64 kWh,Battery Electric Vehicle |       64 kWh,7.8,167.0,370.0,173.0,350.0,Front Wheel Drive,5,39090.0,32445.0,35767.5,0.010344297356612662,2.1264367816091956,Medium,Medium,Budget,1,1,1,0
Kia e-Niro 39 kWh,Battery Electric Vehicle |       39.2 kWh,9.8,155.0,235.0,167.0,230.0,Front Wheel Drive,5,35290.0,30345.0,32817.5,0.0071605953958895135,1.3988095238095237,Medium,Short,Budget,1,1,2,0
Citroen e-SpaceTourer XS 50 kWh,Battery Electric Vehicle |       45 kWh ,12.1,130.0,185.0,243.0,250.0,Front Wheel Drive,7,50880.0,0.0,25440.0,0.007271726740301089,0.7581967213114754,Slow,Short,Budget,1,2,2,0
Opel Zafira-e Life S 50 kWh,Battery Electric Vehicle |       45 kWh ,12.1,130.0,185.0,243.0,250.0,Front Wheel Drive,7,56700.0,0.0,28350.0,0.0065253430214101795,0.7581967213114754,Slow,Short,Budget,1,2,2,0
Peugeot e-Traveller Compact 50 kWh,Battery Electric Vehicle |       45 kWh ,12.1,130.0,185.0,243.0,250.0,Front Wheel Drive,7,50880.0,0.0,25440.0,0.007271726740301089,0.7581967213114754,Slow,Short,Budget,1,2,2,0
Hyundai IONIQ 5 Project 45,Battery Electric Vehicle |       72.6 kWh ,5.2,185.0,370.0,196.0,860.0,All Wheel Drive,5,59550.0,48000.0,53775.0,0.0068803927402558765,1.8781725888324874,Medium,Medium,Mid-range,0,1,1,2
Tesla Model S Long Range,Battery Electric Vehicle |       90 kWh ,3.2,250.0,555.0,162.0,830.0,All Wheel Drive,5,86990.0,83980.0,85485.0,0.00649229113539059,3.4049079754601226,Fast,Very Long,Mid-range,0,0,3,2
Tesla Model X Long Range,Battery Electric Vehicle |       90 kWh ,3.9,250.0,475.0,189.0,710.0,All Wheel Drive,7,95990.0,90980.0,93485.0,0.0050809746913976425,2.5,Fast,Long,Mid-range,0,0,0,2
Volvo C40 Recharge,Battery Electric Vehicle |       75 kWh,4.7,180.0,340.0,221.0,440.0,All Wheel Drive,5,62050.0,57400.0,59725.0,0.005692663161772093,1.5315315315315314,Medium,Medium,Mid-range,0,1,1,2
MG MG5 Electric,Battery Electric Vehicle |       57 kWh ,8.3,180.0,340.0,168.0,440.0,Front Wheel Drive,5,35000.0,0.0,17500.0,0.019427461287926405,2.0118343195266273,Medium,Medium,Budget,1,1,1,0
Hyundai IONIQ 5 Standard Range AWD,Battery Electric Vehicle |       58 kWh ,6.1,185.0,305.0,190.0,710.0,All Wheel Drive,5,45700.0,0.0,22850.0,0.013347337096844778,1.5968586387434556,Medium,Medium,Budget,0,1,1,0
Tesla Model 3 Standard Range Plus,Battery Electric Vehicle |       50 kWh ,5.6,225.0,340.0,147.0,680.0,Rear Wheel Drive,5,43560.0,40990.0,42275.0,0.008042388116188855,2.2972972972972974,Fast,Medium,Budget,2,0,1,0
Toyota PROACE Verso M 50 kWh,Battery Electric Vehicle |       45 kWh ,12.1,130.0,185.0,243.0,250.0,Front Wheel Drive,7,58530.0,0.0,29265.0,0.006321328504066152,0.7581967213114754,Slow,Short,Budget,1,2,2,0
Toyota PROACE Verso L 50 kWh,Battery Electric Vehicle |       45 kWh ,12.1,130.0,180.0,250.0,240.0,Front Wheel Drive,7,59385.0,0.0,29692.5,0.006061932746223921,0.7171314741035857,Slow,Short,Budget,1,2,2,0
CUPRA Born 150 kW - 62 kWh,Battery Electric Vehicle |       58 kWh,7.3,160.0,350.0,166.0,440.0,Rear Wheel Drive,5,36770.0,30500.0,33635.0,0.010405517897490784,2.095808383233533,Medium,Medium,Budget,2,1,1,0
CUPRA Born 170 kW - 62 kWh,Battery Electric Vehicle |       58 kWh,6.6,160.0,345.0,168.0,430.0,Rear Wheel Drive,5,39000.0,31500.0,35250.0,0.009786956398400045,2.0414201183431953,Medium,Medium,Budget,2,1,1,0
CUPRA Born 170 kW - 82 kWh,Battery Electric Vehicle |       77 kWh,7.0,160.0,450.0,171.0,550.0,Rear Wheel Drive,5,43000.0,42000.0,42500.0,0.010587986165031411,2.616279069767442,Medium,Long,Budget,2,1,0,0
Volvo XC40 Recharge Twin Pure Electric,Battery Electric Vehicle |       75 kWh,4.9,180.0,340.0,221.0,440.0,All Wheel Drive,5,59250.0,49950.0,54600.0,0.006226992179630409,1.5315315315315314,Medium,Medium,Mid-range,0,1,1,2
Renault Megane E-Tech Electric,Battery Electric Vehicle |       60 kWh ,8.0,160.0,335.0,179.0,480.0,Front Wheel Drive,5,38000.0,32500.0,35250.0,0.009503276502794247,1.8611111111111112,Medium,Medium,Budget,1,1,1,0
MG MG5 EV Long Range,Battery Electric Vehicle |       57 kWh ,7.7,185.0,340.0,168.0,340.0,Front Wheel Drive,5,0.0,26495.0,13247.5,0.02566328263577009,2.0118343195266273,Medium,Medium,Budget,1,1,1,0
